id,number,ЭЧТК,УКВ,Кол-во мест,Автосцепка,Переход,Постройка,Тип
1348,66358979,да,да,54,СА-3,Х,2000,одноэтажный
1349,98538924,да,нет,36,СА-3,Б,2011,одноэтажный
1350,92410355,да,да,64,БСУ,Б,2006,одноэтажный
1351,81934552,да,да,40,СА-3,Б,2003,одноэтажный
1352,13959103,да,да,72,СА-3,Х,2015,двухэтажный
1353,22343983,да,да,44,БСУ,Б,2015,одноэтажный
1354,63679326,нет,да,40,БСУ,Б,2003,одноэтажный
1355,88863503,да,нет,72,БСУ,Б,2014,одноэтажный
1356,46463456,нет,нет,64,БСУ,Б,2018,одноэтажный
1357,94919350,нет,да,36,БСУ,Б,2009,одноэтажный
1358,96583583,нет,да,54,СА-3,Х,2025,одноэтажный
1359,34953074,да,да,72,БСУ,Б,2024,одноэтажный
1360,11292919,да,да,44,СА-3,Б,2025,одноэтажный
1361,41225585,да,да,64,СА-3,Б,2003,одноэтажный
1362,91591543,нет,нет,72,СА-3,Б,2020,одноэтажный
1363,68412302,да,да,40,СА-3,Б,2015,двухэтажный
1364,46831418,да,да,40,БСУ,Б,2007,одноэтажный
1365,48257007,да,нет,64,СА-3,Б,2009,двухэтажный
1366,64064349,да,да,64,СА-3,Б,2000,двухэтажный
1367,22766765,нет,да,44,БСУ,Б,2011,одноэтажный
1368,84685481,нет,да,36,БСУ,Х,2014,одноэтажный
1369,96046600,нет,да,44,СА-3,Х,2001,одноэтажный
1370,28620619,да,да,72,БСУ,Х,2002,двухэтажный
1371,59510172,нет,да,36,СА-3,Х,2025,двухэтажный
1372,16442905,нет,да,44,БСУ,Х,2005,одноэтажный
1373,88309763,да,да,80,СА-3,Б,2013,одноэтажный
1374,99689017,да,да,64,БСУ,Б,2008,одноэтажный
1375,74787744,да,да,44,СА-3,Б,2007,одноэтажный
1376,37634253,нет,да,54,СА-3,Х,2021,двухэтажный
1377,61681908,да,да,40,БСУ,Б,2009,одноэтажный
1378,97951446,да,да,40,СА-3,Б,2012,одноэтажный
1379,93279154,да,нет,40,СА-3,Х,2005,одноэтажный
1380,87476147,да,да,36,СА-3,Х,2014,двухэтажный
1381,13836781,да,да,44,БСУ,Х,2017,двухэтажный
1382,67911411,да,да,54,БСУ,Х,2008,одноэтажный
1383,16594707,да,нет,54,СА-3,Х,2012,двухэтажный
1384,47034120,да,да,54,СА-3,Б,2020,двухэтажный
1385,24909280,да,да,36,БСУ,Х,2017,двухэтажный
1386,40395619,нет,нет,54,БСУ,Б,2007,одноэтажный
1387,46006180,да,да,40,БСУ,Б,2022,одноэтажный
1388,10416997,да,да,72,БСУ,Б,2022,двухэтажный
1389,52293683,нет,да,44,БСУ,Х,2000,одноэтажный
1390,67434792,да,да,44,СА-3,Х,2024,одноэтажный
1391,89726022,да,да,36,БСУ,Б,2015,двухэтажный
1392,12334156,да,нет,80,СА-3,Б,2005,одноэтажный
1393,22604400,да,нет,44,БСУ,Б,2011,одноэтажный
1394,44539524,нет,да,54,СА-3,Б,2009,одноэтажный
1395,79502107,нет,нет,80,БСУ,Х,2021,одноэтажный
1396,95872544,да,нет,80,СА-3,Б,2004,одноэтажный
1397,14147955,да,нет,54,БСУ,Х,2002,двухэтажный
1398,60704539,да,нет,72,БСУ,Б,2016,двухэтажный
1399,56821190,нет,да,54,БСУ,Б,2001,одноэтажный
1400,56073515,нет,да,80,БСУ,Б,2025,одноэтажный
1401,48709538,да,да,72,СА-3,Б,2004,одноэтажный
1402,48893851,да,нет,44,БСУ,Х,2025,одноэтажный
1403,70915814,да,да,64,СА-3,Х,2009,двухэтажный
1404,57278935,нет,да,44,СА-3,Б,2009,одноэтажный
1405,77376391,нет,нет,40,СА-3,Б,2004,одноэтажный
1406,36404306,да,нет,44,СА-3,Х,2011,двухэтажный
1407,95502685,да,да,36,БСУ,Б,2019,одноэтажный
1408,85686398,да,нет,80,СА-3,Б,2006,одноэтажный
1409,65876491,да,да,36,БСУ,Б,2020,одноэтажный
1410,34611796,да,нет,54,СА-3,Х,2014,одноэтажный
1411,77620927,нет,нет,54,БСУ,Б,2013,одноэтажный
1412,71912488,да,да,80,БСУ,Х,2004,одноэтажный
1413,50586096,нет,да,44,СА-3,Б,2018,одноэтажный
1414,17185483,нет,да,54,СА-3,Б,2024,одноэтажный
1415,71769783,нет,да,44,СА-3,Б,2003,одноэтажный
1416,85892528,да,да,36,СА-3,Б,2021,одноэтажный
1417,17116259,нет,да,64,БСУ,Х,2021,одноэтажный
1418,30773615,да,да,36,БСУ,Б,2006,двухэтажный
1419,10004793,да,нет,64,СА-3,Х,2003,одноэтажный
1420,77887931,да,да,36,БСУ,Б,2005,одноэтажный
1421,83379415,да,нет,54,СА-3,Б,2020,двухэтажный
1422,29016797,нет,нет,40,СА-3,Б,2009,одноэтажный
1423,23424414,нет,да,72,БСУ,Б,2022,одноэтажный
1424,72272153,да,да,36,БСУ,Б,2018,одноэтажный
1425,87918501,да,нет,72,БСУ,Х,2011,одноэтажный
1426,72801428,нет,да,36,СА-3,Б,2016,двухэтажный
1427,80471776,да,да,72,СА-3,Б,2023,одноэтажный
1428,71670595,нет,нет,44,БСУ,Б,2002,одноэтажный
1429,96588420,да,нет,64,СА-3,Б,2016,одноэтажный
1430,80522545,да,нет,64,БСУ,Б,2012,двухэтажный
1431,13962354,нет,да,36,СА-3,Б,2021,одноэтажный
1432,41076043,нет,нет,72,СА-3,Х,2005,одноэтажный
1433,61550809,нет,да,36,СА-3,Б,2003,двухэтажный
1434,19782015,да,да,72,СА-3,Б,2010,двухэтажный
1435,70332161,да,нет,64,СА-3,Х,2015,одноэтажный
1436,48398260,да,нет,54,СА-3,Х,2000,одноэтажный
1437,99745791,да,да,40,СА-3,Б,2013,одноэтажный
1438,19658994,да,нет,72,БСУ,Х,2006,одноэтажный
1439,73583349,да,да,64,СА-3,Б,2014,одноэтажный
1440,60481733,нет,да,40,БСУ,Х,2015,двухэтажный
1441,90730565,да,да,80,БСУ,Б,2008,одноэтажный
1442,58037222,да,нет,44,СА-3,Б,2007,одноэтажный
1443,92040231,да,да,36,СА-3,Б,2008,одноэтажный
1444,14331840,да,да,44,СА-3,Х,2017,одноэтажный
1445,54239393,нет,нет,36,СА-3,Б,2025,одноэтажный
1446,91873043,нет,нет,36,БСУ,Б,2013,одноэтажный
1447,92199318,нет,нет,54,СА-3,Х,2001,двухэтажный
1448,76652083,да,нет,54,БСУ,Б,2007,двухэтажный
1449,17429830,да,нет,40,БСУ,Б,2023,двухэтажный
1450,74716210,да,нет,72,СА-3,Б,2013,одноэтажный
1451,25513314,да,нет,44,БСУ,Х,2013,одноэтажный
1452,41966664,да,да,40,БСУ,Б,2025,одноэтажный
1453,86242194,да,нет,80,СА-3,Б,2002,двухэтажный
1454,68861974,да,да,44,СА-3,Б,2004,одноэтажный
1455,74250209,нет,нет,36,БСУ,Б,2006,одноэтажный
1456,57910133,нет,нет,54,БСУ,Б,2024,одноэтажный
1457,97730595,да,нет,44,СА-3,Х,2013,одноэтажный
1458,93466217,да,да,40,СА-3,Б,2017,двухэтажный
1459,59981337,нет,нет,36,СА-3,Б,2020,одноэтажный
1460,25332850,да,нет,44,БСУ,Б,2009,одноэтажный
1461,21340498,да,нет,54,БСУ,Х,2012,одноэтажный
1462,15961354,да,да,72,БСУ,Б,2021,одноэтажный
1463,82685498,нет,нет,64,БСУ,Б,2008,одноэтажный
1464,89317124,да,да,72,БСУ,Б,2025,одноэтажный
1465,17666327,нет,да,72,БСУ,Б,2017,одноэтажный
1466,86853413,нет,нет,44,СА-3,Б,2014,одноэтажный
1467,41974274,да,да,80,БСУ,Х,2007,одноэтажный
1468,49704948,да,да,64,БСУ,Б,2021,одноэтажный
1469,97648351,нет,нет,36,БСУ,Б,2010,одноэтажный
1470,33996035,да,да,36,БСУ,Х,2011,одноэтажный
1471,84706716,да,да,36,БСУ,Б,2017,одноэтажный
1472,18595771,да,да,80,БСУ,Х,2015,двухэтажный
1473,94602558,да,нет,72,СА-3,Х,2020,двухэтажный
1474,78010697,нет,да,36,СА-3,Х,2022,одноэтажный
1475,44553693,да,нет,80,БСУ,Б,2001,одноэтажный
1476,56939919,да,да,36,СА-3,Х,2010,одноэтажный
1477,65830504,да,да,44,СА-3,Х,2019,одноэтажный
1478,54961030,нет,нет,44,БСУ,Б,2009,одноэтажный
1479,31516822,да,да,40,СА-3,Х,2006,одноэтажный
1480,78557897,нет,нет,80,БСУ,Б,2012,одноэтажный
1481,14375434,нет,да,80,СА-3,Б,2007,одноэтажный
1482,87099930,да,нет,64,СА-3,Б,2016,одноэтажный
1483,91483852,да,да,54,БСУ,Х,2018,одноэтажный
1484,42753017,да,нет,44,СА-3,Б,2023,одноэтажный
1485,42352710,да,нет,54,БСУ,Х,2017,одноэтажный
1486,58626679,нет,нет,54,БСУ,Х,2004,одноэтажный
1487,42875817,нет,да,64,СА-3,Б,2025,одноэтажный
1488,52123474,да,да,64,СА-3,Б,2020,одноэтажный
1489,36589097,нет,нет,36,СА-3,Х,2008,одноэтажный
1490,73063577,нет,да,36,БСУ,Х,2005,одноэтажный
1491,27767441,да,да,54,БСУ,Б,2012,одноэтажный
1492,42404844,нет,да,80,БСУ,Б,2019,двухэтажный
1493,16071701,да,нет,54,БСУ,Б,2023,одноэтажный
1494,48827999,нет,нет,72,СА-3,Б,2018,одноэтажный
1495,78367019,да,нет,64,БСУ,Б,2014,одноэтажный
1496,68866156,да,нет,44,СА-3,Х,2015,одноэтажный
1497,85716426,да,да,64,БСУ,Х,2012,одноэтажный
1498,33946564,нет,да,72,СА-3,Б,2008,одноэтажный
1499,92607991,да,да,40,СА-3,Х,2015,одноэтажный
1500,32725849,да,нет,64,СА-3,Б,2021,одноэтажный
1501,22881682,да,нет,80,СА-3,Х,2001,одноэтажный
1502,82454722,да,да,54,СА-3,Б,2009,одноэтажный
1503,86660490,да,да,40,БСУ,Х,2003,одноэтажный
1504,26098153,да,да,44,СА-3,Б,2008,одноэтажный
1505,25631350,нет,нет,72,СА-3,Б,2010,двухэтажный
1506,55008192,да,нет,64,СА-3,Б,2010,одноэтажный
1507,15148168,да,нет,80,БСУ,Х,2017,одноэтажный
1508,94031142,да,нет,36,СА-3,Х,2012,одноэтажный
1509,39556025,нет,да,40,БСУ,Б,2023,одноэтажный
1510,27688813,да,нет,64,СА-3,Х,2002,одноэтажный
1511,92036182,да,да,54,БСУ,Б,2020,одноэтажный
1512,95592608,да,да,40,БСУ,Б,2009,одноэтажный
1513,75796479,нет,да,44,БСУ,Х,2007,двухэтажный
1514,48556908,да,да,40,БСУ,Х,2014,одноэтажный
1515,98665957,да,нет,72,СА-3,Б,2015,одноэтажный
1516,75655873,да,нет,36,БСУ,Х,2006,одноэтажный
1517,64895832,да,нет,44,БСУ,Б,2025,одноэтажный
1518,63509858,да,да,54,СА-3,Б,2001,одноэтажный
1519,65003974,да,нет,64,СА-3,Б,2003,одноэтажный
1520,92316265,да,да,64,СА-3,Б,2000,одноэтажный
1521,22113513,нет,да,44,СА-3,Б,2016,двухэтажный
1522,81869924,да,да,64,БСУ,Б,2007,одноэтажный
1523,31663301,нет,да,40,СА-3,Б,2001,одноэтажный
1524,80673067,да,да,54,СА-3,Х,2009,двухэтажный
1525,94765944,нет,да,44,СА-3,Б,2012,одноэтажный
1526,27608451,нет,нет,80,СА-3,Х,2016,одноэтажный
1527,65751363,да,нет,64,СА-3,Х,2018,одноэтажный
1528,36076367,нет,нет,80,БСУ,Б,2023,двухэтажный
1529,46782333,да,да,72,БСУ,Б,2013,двухэтажный
1530,64536785,да,да,72,СА-3,Б,2015,одноэтажный
1531,60028002,нет,нет,54,СА-3,Б,2000,одноэтажный
1532,41154021,да,да,36,БСУ,Б,2025,одноэтажный
1533,21225238,да,да,80,БСУ,Б,2002,двухэтажный
1534,92743681,нет,да,80,СА-3,Х,2015,одноэтажный
1535,51802776,нет,нет,36,БСУ,Б,2019,одноэтажный
1536,10747830,да,да,64,БСУ,Б,2010,одноэтажный
1537,41640398,да,нет,64,СА-3,Б,2013,одноэтажный
1538,60423728,да,да,64,СА-3,Х,2014,одноэтажный
1539,25255803,да,да,40,БСУ,Х,2017,одноэтажный
1540,11242658,да,да,44,БСУ,Б,2019,одноэтажный
1541,85673348,нет,да,64,СА-3,Б,2022,одноэтажный
1542,91137003,да,да,44,СА-3,Х,2022,одноэтажный
1543,11318177,да,да,54,СА-3,Б,2000,одноэтажный
1544,35189235,да,да,54,БСУ,Х,2019,одноэтажный
1545,30998769,да,нет,40,БСУ,Б,2006,одноэтажный
1546,67198985,да,да,64,БСУ,Б,2017,одноэтажный
1547,98498817,да,да,36,СА-3,Х,2008,одноэтажный
1548,27005934,нет,да,80,БСУ,Б,2024,одноэтажный
1549,91171554,да,нет,80,БСУ,Х,2000,одноэтажный
1550,39050549,да,нет,40,СА-3,Х,2000,одноэтажный
1551,17004714,да,нет,54,БСУ,Б,2016,одноэтажный
1552,42315990,да,да,54,БСУ,Б,2016,одноэтажный
1553,20495780,нет,нет,40,БСУ,Б,2013,одноэтажный
1554,75779236,нет,да,36,БСУ,Б,2005,двухэтажный
1555,59081701,нет,нет,44,БСУ,Х,2017,одноэтажный
1556,35633440,да,да,72,СА-3,Х,2011,одноэтажный
1557,10753570,да,да,44,БСУ,Б,2000,одноэтажный
1558,14500077,да,нет,54,СА-3,Б,2022,одноэтажный
1559,93922374,да,да,36,БСУ,Б,2020,одноэтажный
1560,33323144,да,нет,80,СА-3,Х,2000,одноэтажный
1561,30561048,нет,да,80,СА-3,Х,2003,двухэтажный
1562,95560869,нет,да,80,БСУ,Б,2006,одноэтажный
1563,12238007,да,нет,44,СА-3,Б,2018,одноэтажный
1564,59158124,да,нет,54,БСУ,Б,2021,двухэтажный
1565,35895959,нет,да,72,БСУ,Х,2014,двухэтажный
1566,91675383,да,да,40,СА-3,Б,2017,одноэтажный
1567,55828977,да,нет,36,БСУ,Х,2002,двухэтажный
1568,21598781,да,да,36,СА-3,Б,2006,одноэтажный
1569,71787010,да,нет,40,БСУ,Б,2020,одноэтажный
1570,35647136,нет,нет,44,СА-3,Б,2009,двухэтажный
1571,28847668,да,да,80,СА-3,Х,2006,двухэтажный
1572,49585149,да,да,36,БСУ,Б,2011,одноэтажный
1573,96144415,да,нет,72,СА-3,Х,2018,одноэтажный
1574,82202263,да,нет,54,БСУ,Б,2021,одноэтажный
1575,37843059,да,нет,64,БСУ,Х,2024,двухэтажный
1576,39293679,да,да,36,СА-3,Б,2014,одноэтажный
1577,59966944,да,нет,36,БСУ,Б,2020,одноэтажный
1578,11060092,да,да,44,СА-3,Х,2011,одноэтажный
1579,72658369,да,нет,54,БСУ,Б,2022,одноэтажный
1580,63597632,да,да,72,БСУ,Б,2015,одноэтажный
1581,50288578,да,нет,40,СА-3,Б,2024,одноэтажный
1582,87509126,да,да,64,СА-3,Б,2019,одноэтажный
1583,80341559,да,нет,80,СА-3,Х,2010,одноэтажный
1584,17220926,нет,да,80,СА-3,Б,2014,одноэтажный
1585,71819038,да,да,40,БСУ,Б,2005,двухэтажный
1586,37289414,да,нет,40,БСУ,Х,2005,одноэтажный
1587,73189799,да,да,40,БСУ,Б,2014,одноэтажный
1588,22861395,да,да,40,БСУ,Б,2009,одноэтажный
1589,66987832,да,да,44,БСУ,Б,2018,двухэтажный
1590,91674485,да,да,44,БСУ,Б,2000,одноэтажный
1591,63442916,нет,нет,40,БСУ,Х,2006,одноэтажный
1592,22462163,да,нет,54,СА-3,Х,2012,одноэтажный
1593,74512027,да,нет,54,СА-3,Х,2021,одноэтажный
1594,24284867,да,да,72,СА-3,Б,2012,одноэтажный
1595,11640743,да,да,64,БСУ,Б,2000,одноэтажный
1596,99952040,да,нет,44,БСУ,Х,2020,двухэтажный
1597,70434208,да,нет,72,БСУ,Б,2011,двухэтажный
1598,34003439,нет,да,54,СА-3,Х,2010,одноэтажный
1599,89208997,да,да,64,БСУ,Б,2014,одноэтажный
1600,26314358,нет,да,36,БСУ,Х,2010,одноэтажный
1601,13158189,да,да,44,БСУ,Х,2010,одноэтажный
1602,14780174,да,да,36,БСУ,Х,2002,одноэтажный
1603,26918765,нет,нет,54,БСУ,Б,2014,одноэтажный
1604,42762641,нет,нет,72,БСУ,Х,2010,одноэтажный
1605,29696511,да,нет,80,СА-3,Б,2023,двухэтажный
1606,95461939,нет,да,36,СА-3,Б,2008,одноэтажный
1607,20641221,нет,да,36,СА-3,Б,2009,одноэтажный
1608,82364511,нет,да,80,СА-3,Б,2015,двухэтажный
1609,68645850,да,нет,40,БСУ,Б,2001,одноэтажный
1610,34328360,нет,да,54,СА-3,Х,2013,одноэтажный
1611,46878825,да,да,72,БСУ,Х,2007,двухэтажный
1612,53568260,да,нет,72,БСУ,Б,2020,одноэтажный
1613,82673252,да,нет,36,БСУ,Б,2011,одноэтажный
1614,30371382,да,нет,40,СА-3,Б,2008,одноэтажный
1615,98677450,нет,нет,72,БСУ,Б,2011,двухэтажный
1616,81080601,да,да,44,БСУ,Б,2000,двухэтажный
1617,88508900,да,да,54,БСУ,Б,2000,одноэтажный
1618,48102759,да,да,40,БСУ,Б,2004,одноэтажный
1619,26575085,да,да,36,БСУ,Х,2005,одноэтажный
1620,63836946,да,да,40,БСУ,Б,2008,одноэтажный
1621,58744480,да,нет,72,БСУ,Б,2017,одноэтажный
1622,64219394,да,да,80,БСУ,Х,2005,одноэтажный
1623,10447935,да,да,54,СА-3,Б,2003,одноэтажный
1624,97658167,да,да,40,СА-3,Б,2004,одноэтажный
1625,77560003,нет,да,72,БСУ,Б,2010,одноэтажный
1626,32341731,да,да,36,БСУ,Х,2019,одноэтажный
1627,97793969,да,да,40,СА-3,Б,2023,одноэтажный
1628,33516421,да,нет,40,БСУ,Х,2002,одноэтажный
1629,37784045,да,да,72,БСУ,Б,2025,двухэтажный
1630,71928895,да,да,64,БСУ,Б,2005,двухэтажный
1631,19374071,да,да,72,БСУ,Б,2015,одноэтажный
1632,19444312,нет,нет,72,СА-3,Б,2019,одноэтажный
1633,81695192,нет,да,80,СА-3,Х,2012,одноэтажный
1634,15356154,да,нет,64,БСУ,Б,2003,двухэтажный
1635,45232032,нет,да,80,СА-3,Б,2011,одноэтажный
1636,55611831,да,да,54,СА-3,Х,2010,одноэтажный
1637,19941447,да,нет,80,СА-3,Б,2010,одноэтажный
1638,69682874,да,да,44,БСУ,Б,2024,двухэтажный
1639,80032031,да,да,44,БСУ,Б,2009,одноэтажный
1640,31246994,да,да,72,БСУ,Б,2004,одноэтажный
1641,27254103,да,да,54,БСУ,Б,2000,одноэтажный
1642,88279855,да,да,44,БСУ,Б,2023,одноэтажный
1643,79366132,да,нет,40,БСУ,Б,2018,одноэтажный
1644,52184126,да,да,54,СА-3,Б,2015,двухэтажный
1645,60985606,да,нет,44,СА-3,Б,2007,двухэтажный
1646,91690443,нет,нет,72,СА-3,Б,2014,одноэтажный
1647,95716350,нет,нет,80,СА-3,Б,2011,одноэтажный
1648,63484586,да,нет,64,СА-3,Х,2017,одноэтажный
1649,82172776,нет,нет,36,БСУ,Б,2007,двухэтажный
1650,34519519,нет,нет,40,СА-3,Б,2014,двухэтажный
1651,91757079,да,да,72,СА-3,Б,2002,одноэтажный
1652,27790417,да,да,40,СА-3,Б,2018,одноэтажный
1653,23189607,да,нет,44,СА-3,Х,2003,одноэтажный
1654,73892444,да,да,40,БСУ,Х,2000,одноэтажный
1655,24968484,нет,да,72,СА-3,Б,2020,одноэтажный
1656,71237433,нет,да,54,БСУ,Б,2005,одноэтажный
1657,74864697,да,нет,44,БСУ,Б,2007,одноэтажный
1658,85331621,да,нет,36,СА-3,Б,2010,одноэтажный
1659,78390365,да,да,36,БСУ,Б,2003,одноэтажный
1660,69485073,да,нет,80,СА-3,Х,2003,одноэтажный
1661,38617427,да,да,80,БСУ,Х,2009,одноэтажный
1662,38224904,да,да,40,СА-3,Б,2025,двухэтажный
1663,31198772,да,да,64,БСУ,Б,2025,одноэтажный
1664,46155999,да,да,80,БСУ,Б,2009,одноэтажный
1665,57504159,нет,да,44,БСУ,Б,2024,одноэтажный
1666,64234848,да,да,72,СА-3,Б,2024,одноэтажный
1667,37140582,да,нет,44,БСУ,Х,2013,одноэтажный
1668,53712718,да,нет,80,СА-3,Б,2014,одноэтажный
1669,24339094,да,да,72,БСУ,Б,2018,одноэтажный
1670,16174008,нет,да,72,БСУ,Х,2019,одноэтажный
1671,17961369,да,нет,44,БСУ,Б,2009,двухэтажный
1672,28023391,нет,да,80,БСУ,Б,2004,одноэтажный
1673,87052803,да,да,40,БСУ,Б,2024,одноэтажный
1674,84715577,да,да,36,СА-3,Б,2002,одноэтажный
1675,52139163,нет,да,80,БСУ,Б,2006,двухэтажный
1676,72857705,да,да,40,БСУ,Х,2023,одноэтажный
1677,28826712,да,да,54,БСУ,Б,2016,двухэтажный
1678,78754597,да,да,36,БСУ,Б,2015,одноэтажный
1679,54795511,да,нет,64,СА-3,Б,2024,двухэтажный
1680,31236454,нет,нет,36,БСУ,Б,2006,одноэтажный
1681,67840690,нет,да,72,СА-3,Б,2002,двухэтажный
1682,87205227,да,да,72,БСУ,Б,2012,одноэтажный
1683,10852813,да,да,36,СА-3,Б,2004,одноэтажный
1684,39915787,да,нет,64,БСУ,Б,2006,одноэтажный
1685,87099818,нет,нет,72,СА-3,Х,2004,двухэтажный
1686,34372157,да,да,80,СА-3,Б,2017,одноэтажный
1687,19296843,да,да,40,СА-3,Х,2005,одноэтажный
1688,46383465,да,нет,80,БСУ,Х,2014,двухэтажный
1689,60346941,да,нет,80,СА-3,Б,2014,одноэтажный
1690,36660705,да,да,80,СА-3,Х,2005,одноэтажный
1691,87618586,нет,да,80,СА-3,Х,2015,одноэтажный
1692,58102338,нет,да,40,СА-3,Б,2025,одноэтажный
1693,74153249,да,да,54,СА-3,Х,2025,одноэтажный
1694,23430634,да,нет,80,СА-3,Б,2020,одноэтажный
1695,21334884,нет,нет,54,СА-3,Б,2008,одноэтажный
1696,53388690,да,нет,40,СА-3,Х,2004,двухэтажный
1697,73057193,нет,да,80,СА-3,Б,2021,одноэтажный
1698,92886833,да,да,40,СА-3,Б,2004,одноэтажный
1699,99747074,да,нет,36,СА-3,Х,2006,одноэтажный
1700,93928021,да,нет,64,БСУ,Х,2000,одноэтажный
1701,73149753,да,нет,54,СА-3,Б,2024,одноэтажный
1702,80491768,да,да,44,СА-3,Х,2002,двухэтажный
1703,73845946,да,да,64,БСУ,Х,2019,одноэтажный
1704,10096855,да,да,44,СА-3,Б,2017,одноэтажный
1705,92357282,нет,да,54,СА-3,Х,2016,двухэтажный
1706,29138848,да,да,36,БСУ,Х,2019,двухэтажный
1707,40363191,да,нет,44,БСУ,Б,2014,одноэтажный
1708,79782068,да,нет,44,СА-3,Б,2011,одноэтажный
1709,87761531,нет,нет,72,БСУ,Б,2025,двухэтажный
1710,34450775,да,нет,80,СА-3,Х,2010,двухэтажный
1711,74528712,да,да,72,БСУ,Б,2006,одноэтажный
1712,45273041,да,да,44,БСУ,Б,2005,одноэтажный
1713,75411700,нет,да,36,БСУ,Б,2008,двухэтажный
1714,59046143,да,да,64,СА-3,Х,2014,одноэтажный
1715,26143405,да,да,80,БСУ,Б,2013,одноэтажный
1716,21135674,нет,нет,40,БСУ,Б,2016,двухэтажный
1717,39777154,нет,да,72,БСУ,Б,2024,двухэтажный
1718,81210764,да,нет,44,СА-3,Б,2016,двухэтажный
1719,31307037,да,да,72,СА-3,Б,2024,одноэтажный
1720,82587841,нет,нет,80,СА-3,Х,2012,одноэтажный
1721,80027906,нет,нет,54,БСУ,Х,2009,двухэтажный
1722,43732839,нет,нет,40,СА-3,Х,2013,двухэтажный
1723,74549616,нет,нет,80,СА-3,Б,2005,одноэтажный
1724,62479086,да,да,44,СА-3,Х,2008,двухэтажный
1725,63880436,да,нет,72,СА-3,Х,2004,одноэтажный
1726,53952205,да,да,44,СА-3,Б,2019,одноэтажный
1727,98640264,да,нет,64,БСУ,Х,2024,одноэтажный
1728,55818870,нет,нет,36,БСУ,Б,2008,двухэтажный
1729,72616017,да,да,72,БСУ,Б,2007,одноэтажный
1730,21888060,нет,нет,64,БСУ,Х,2021,одноэтажный
1731,68046122,да,нет,80,БСУ,Б,2023,одноэтажный
1732,43778683,да,да,72,БСУ,Б,2002,двухэтажный
1733,75169251,да,да,64,БСУ,Б,2003,одноэтажный
1734,75479724,да,нет,54,БСУ,Х,2003,одноэтажный
1735,96258750,нет,да,36,СА-3,Б,2021,одноэтажный
1736,91041439,да,да,72,СА-3,Б,2025,одноэтажный
1737,71839874,да,да,54,БСУ,Б,2000,двухэтажный
1738,34258202,да,нет,36,БСУ,Б,2025,двухэтажный
1739,71286924,нет,да,80,БСУ,Б,2007,одноэтажный
1740,16415488,да,нет,72,БСУ,Б,2005,двухэтажный
1741,83454371,да,нет,80,БСУ,Б,2005,одноэтажный
1742,21927856,да,нет,72,СА-3,Б,2009,двухэтажный
1743,22137642,да,да,54,СА-3,Б,2006,одноэтажный
1744,75154738,да,нет,44,СА-3,Б,2010,двухэтажный
1745,35473149,да,нет,72,БСУ,Б,2017,двухэтажный
1746,93009769,нет,да,36,БСУ,Б,2004,одноэтажный
1747,81514930,да,да,54,СА-3,Б,2023,одноэтажный
1748,49448235,да,нет,44,СА-3,Б,2001,двухэтажный
1749,30805333,нет,да,54,СА-3,Б,2007,двухэтажный
1750,40310745,да,нет,40,СА-3,Х,2000,одноэтажный
1751,74863842,нет,да,64,СА-3,Б,2016,одноэтажный
1752,94188755,да,нет,54,БСУ,Б,2011,одноэтажный
1753,45374067,да,да,40,БСУ,Б,2002,одноэтажный
1754,28051318,да,нет,72,СА-3,Б,2018,двухэтажный
1755,78109300,нет,да,36,СА-3,Б,2022,одноэтажный
1756,84366395,нет,да,44,СА-3,Б,2014,одноэтажный
1757,68543659,да,нет,36,БСУ,Б,2001,одноэтажный
1758,73971718,нет,да,72,БСУ,Х,2023,одноэтажный
1759,43824487,нет,нет,72,БСУ,Б,2024,одноэтажный
1760,63183240,да,да,64,БСУ,Б,2018,одноэтажный
1761,78176556,нет,да,64,БСУ,Б,2019,двухэтажный
1762,58096857,да,нет,36,СА-3,Б,2023,двухэтажный
1763,36121315,да,нет,80,СА-3,Б,2000,одноэтажный
1764,76434426,нет,да,36,БСУ,Б,2021,одноэтажный
1765,64703681,да,да,80,БСУ,Х,2009,одноэтажный
1766,67762060,нет,да,40,БСУ,Б,2007,одноэтажный
1767,96869105,да,да,80,СА-3,Б,2000,одноэтажный
1768,18173978,нет,да,44,СА-3,Х,2016,двухэтажный
1769,53870361,да,да,64,БСУ,Б,2005,двухэтажный
1770,93332082,да,да,44,СА-3,Б,2004,одноэтажный
1771,87038964,да,да,80,СА-3,Б,2014,двухэтажный
1772,15204195,нет,нет,80,СА-3,Б,2009,одноэтажный
1773,24465305,да,да,64,СА-3,Б,2015,двухэтажный
1774,30837653,нет,нет,54,БСУ,Б,2003,одноэтажный
1775,18786373,да,да,40,БСУ,Х,2012,двухэтажный
1776,17868404,нет,нет,80,СА-3,Б,2002,одноэтажный
1777,53023903,нет,да,72,БСУ,Б,2020,двухэтажный
1778,52992142,да,нет,44,БСУ,Б,2012,двухэтажный
1779,13198965,да,да,54,БСУ,Б,2025,одноэтажный
1780,17397482,да,да,36,БСУ,Б,2023,одноэтажный
1781,82851642,да,да,36,СА-3,Х,2009,одноэтажный
1782,57213180,нет,да,80,БСУ,Б,2016,одноэтажный
1783,78282676,да,нет,40,СА-3,Б,2005,одноэтажный
1784,52991351,да,да,40,СА-3,Х,2012,двухэтажный
1785,25613685,нет,да,40,БСУ,Б,2012,одноэтажный
1786,59899973,нет,да,40,СА-3,Б,2019,одноэтажный
